a,b,activation,loss_function,final_loss
4,3,gelu,mse,0.09441458433866501
4,3,gelu,mape,55.114349365234375
4,3,relu,mse,0.13804395496845245
4,3,relu,mape,59.97004318237305
4,3,linear,mse,0.1302504539489746
4,3,linear,mape,58.85130310058594
4,4,gelu,mse,0.10703755170106888
4,4,gelu,mape,56.87949752807617
4,4,relu,mse,0.12652373313903809
4,4,relu,mape,57.50335693359375
4,4,linear,mse,0.11893671751022339
4,4,linear,mape,73.77950286865234
4,5,gelu,mse,0.19138911366462708
4,5,gelu,mape,81.44342803955078
4,5,relu,mse,0.10202427953481674
4,5,relu,mape,71.00936889648438
4,5,linear,mse,0.11696314811706543
4,5,linear,mape,81.02424621582031
5,1,gelu,mse,0.06393332034349442
5,1,gelu,mape,51.408302307128906
5,1,relu,mse,0.06507504731416702
5,1,relu,mape,52.780799865722656
5,1,linear,mse,0.07219803333282471
5,1,linear,mape,38.822105407714844
5,2,gelu,mse,0.0574885793030262
5,2,gelu,mape,45.07371139526367
5,2,relu,mse,0.11413682997226715
5,2,relu,mape,53.00582504272461
5,2,linear,mse,0.06522847712039948
5,2,linear,mape,42.85181427001953
5,3,gelu,mse,0.08591704070568085
5,3,gelu,mape,53.11531066894531
5,3,relu,mse,0.10612580925226212
5,3,relu,mape,68.609619140625
5,3,linear,mse,0.12375960499048233
5,3,linear,mape,45.135860443115234
5,4,gelu,mse,0.101250059902668
5,4,gelu,mape,66.9366683959961
5,4,relu,mse,0.07695087045431137
5,4,relu,mape,60.341861724853516
5,4,linear,mse,0.11905547976493835
5,4,linear,mape,61.3350830078125
5,5,gelu,mse,0.15576642751693726
5,5,gelu,mape,73.58042907714844
5,5,relu,mse,0.11008177697658539
5,5,relu,mape,58.93254470825195
5,5,linear,mse,0.1527434140443802
5,5,linear,mape,66.1856689453125
